ruble,other
7 231 103₽,"['181 686₽/кв.м\n', '1-комнатная, улица Нейбута 137 стр. 3\n', '64, 71 микрорайоны, частное лицо, 39,8 кв. м.\n', 'Сдача в IV кв. 2026\n', '752\n', '\n', '196 629₽/кв.м\n', '2-комнатная, улица Днепропетровская 18\n', 'БАМ, частное лицо, 53,4 кв. м., 6/6 этаж\n', '643\n', '\n', '190 896₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Гагаринского 2\n', 'Седанка, агентство, 68,1 кв. м., 2/3 этаж\n', 'проверенное агентство\n', '762\n', '\n', '115 672₽/кв.м\n', 'комиссия агентства\n', '4-комнатная, улица Связи 22\n', 'Трудовая, агентство, 67 кв. м., 8/9 этаж\n', 'проверенное агентство\n', '610\n', '\n', '154 528₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Адмирала Кузнецова 53/1\n', '64, 71 микрорайоны, агентство, 50,8 кв. м., 8/10 этаж\n', 'проверенное агентство\n', '1375\n', '\n', '141 758₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Невельского 5\n', '64, 71 микрорайоны, агентство, 91 кв. м., 8/23 этаж\n', 'проверенное агентство\n', '2012\n', '\n', '188 406₽/кв.м\n', 'комиссия агентства\n', '1-комнатная, улица Маковского 126 стр. 2\n', 'Седанка, агентство, 34,5 кв. м., 1/4 этаж\n', 'проверенное агентство\n', '6160\n', '\n', '262 873₽/кв.м\n', 'комиссия агентства\n', '1-комнатная, улица Русская 95\n', 'Вторая речка, агентство, 36,9 кв. м., 17/25 этаж\n', 'проверенное агентство\n', 'сегодня в 16:42\n', '496\n', '\n', '167 002₽/кв.м\n', '2-комнатная, улица Кирова 19/1\n', 'Вторая речка, частное лицо, 49,7 кв. м., 2/12 этаж\n', 'сегодня в 16:36\n', '619\n', '\n', '249 847₽/кв.м\n', '1-комнатная, улица Жигура 12а\n', 'Третья рабочая, агентство, 39,2 кв. м., 23/24 этаж\n', 'проверенное агентство\n', 'сегодня в 16:27\n', '642\n', '\n', '182 403₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, улица Кирова 64\n', 'Вторая речка, агентство, 23,3 кв. м., 9/9 этаж\n', 'проверенное агентство\n', 'сегодня в 16:25\n', '682\n', '\n', '144 269₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Сабанеева 25\n', 'Баляева, агентство, 50,6 кв. м., 8/20 этаж\n', 'проверенное агентство\n', 'сегодня в 16:20\n', '925\n', '\n', '189 349₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, проспект Красного Знамени 133/1\n', 'Третья рабочая, агентство, 16,9 кв. м., 3/9 этаж\n', 'проверенное агентство\n', 'сегодня в 16:14\n', '100\n', '\n', '267 857₽/кв.м\n', 'Студия, улица Стрелковая 18 кор. 2\n', 'Фадеева, частное лицо, 28 кв. м., 16/24 этаж\n', 'сегодня в 16:13\n', '147 059₽/кв.м\n', 'комиссия агентства\n', '4-комнатная, улица Чкалова 12\n', 'Вторая речка, агентство, 64,6 кв. м., 1/10 этаж\n', 'проверенное агентство\n', 'сегодня в 15:56\n', '3007\n', '\n', '198 171₽/кв.м\n', '1-комнатная, улица Интернациональная 62\n', 'Чуркин, агентство, 32,8 кв. м., 5/5 этаж\n', 'сегодня в 15:51\n', '4\n', '\n', '180 723₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Сипягина 31\n', 'Эгершельд, агентство, 41,5 кв. м., 2/5 этаж\n', 'проверенное агентство\n', 'сегодня в 15:36\n', '226\n', '\n', '318 792₽/кв.м\n', '1-комнатная, улица Бестужева 23\n', 'Эгершельд, частное лицо, 29,8 кв. м., 5/5 этаж\n', 'сегодня в 15:32\n', '1560\n', '\n', '145 928₽/кв.м\n', 'комиссия агентства\n', '4-комнатная, улица Мусоргского 13д\n', 'Седанка, агентство, 88,4 кв. м., 8/10 этаж\n', 'сегодня в 15:30\n', '565\n', '\n', '171 939₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Архангельская 10 кор. 1/2\n', 'Патрокл, агентство, 72,7 кв. м., 15/23 этаж\n', 'сегодня в 15:29\n', '721\n', '\n', '177 250₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Тухачевского 30\n', 'БАМ, агентство, 44 кв. м., 19/22 этаж\n', 'проверенное агентство\n', 'сегодня в 15:10\n', '1668\n', '\n', '348 814₽/кв.м\n', '2-комнатная, улица Толстого 40а\n', 'Толстого (Буссе), агентство, 50,6 кв. м., 6/15 этаж\n', 'сегодня в 15:06\n', '882\n', '\n', '169 780₽/кв.м\n', 'Комната, улица Тунгусская 65\n', 'Третья рабочая, частное лицо, 18,2 кв. м., 6/9 этаж\n', 'сегодня в 15:05\n', '695\n', '\n', '219 444₽/кв.м\n', '1-комнатная, улица Суханова 5\n', 'Центр, агентство, 36 кв. м., 3/5 этаж\n', 'проверенное агентство\n', 'сегодня в 14:53\n', '829\n', '\n', '284 615₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, улица Стрельникова 8\n', 'Эгершельд, агентство, 13 кв. м., 3/9 этаж\n', 'проверенное агентство\n', 'сегодня в 14:38\n', '323\n', '\n', '129 032₽/кв.м\n', '3-комнатная, улица Давыдова 12\n', 'Вторая речка, агентство, 62 кв. м., 1/5 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '1195\n', '\n', '210 674₽/кв.м\n', 'комиссия агентства\n', '1-комнатная, улица Адмирала Горшкова 36\n', 'Снеговая падь, агентство, 35,6 кв. м., 3/10 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '2427\n', '\n', '177 469₽/кв.м\n', '2-комнатная, улица Кирова 49\n', 'Вторая речка, агентство, 64,8 кв. м., 5/18 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '414\n', '\n', '151 242₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Новожилова 31\n', 'Борисенко, агентство, 44,3 кв. м., 3/5 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '256\n', '\n', '189 680₽/кв.м\n', '3-комнатная, улица Военное шоссе 28\n', 'Некрасовская, агентство, 84,3 кв. м., 10/10 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '386\n', '\n', '100 000₽/кв.м\n', '3-комнатная, улица Коммунаров 36\n', 'Трудовая, агентство, 59 кв. м., 3/5 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '253\n', '\n', '184 593₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Адмирала Горшкова 38\n', 'Снеговая падь, агентство, 68,8 кв. м., 7/10 этаж\n', 'сегодня в 14:29\n', '1046\n', '\n', '139 319₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Кипарисовая 20\n', 'Чуркин, агентство, 64,6 кв. м., 8/9 этаж\n', 'проверенное агентство\n', 'сегодня в 14:23\n', '705\n', '\n', '140 625₽/кв.м\n', 'комиссия агентства\n', '1-комнатная, улица Лермонтова 35\n', 'Трудовое, агентство, 28,8 кв. м., 2/2 этаж\n', 'проверенное агентство\n', 'сегодня в 14:14\n', '1252\n', '\n', '170 068₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Некрасовская 98\n', 'Некрасовская, агентство, 44,1 кв. м., 9/9 этаж\n', 'проверенное агентство\n', 'сегодня в 14:10\n', '5445\n', '\n', '114 583₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Сафонова 7\n', 'Борисенко, агентство, 48 кв. м., 1/14 этаж\n', 'проверенное агентство\n', 'сегодня в 14:08\n', '6790\n', '\n', '162 903₽/кв.м\n', 'комиссия агентства\n', '1-комнатная, улица Русская 67/2\n', 'Вторая речка, агентство, 31 кв. м., 1/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:59\n', '686\n', '\n', '110 855₽/кв.м\n', '2-комнатная, улица Карла Либкнехта 3\n', 'Центр, агентство, 43,3 кв. м., 1/2 этаж\n', 'проверенное агентство\n', 'сегодня в 13:58\n', '10513\n', '\n', '217 996₽/кв.м\n', 'комиссия агентства\n', '5-комнатная, улица Ильичева 4\n', 'Столетие, агентство, 215,6 кв. м., 10/15 этаж\n', 'проверенное агентство\n', 'сегодня в 13:56\n', '5042\n', '\n', '144 928₽/кв.м\n', 'комиссия агентства\n', '4-комнатная, улица Адмирала Кузнецова 80\n', '64, 71 микрорайоны, агентство, 82,8 кв. м., 4/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:56\n', '473\n', '\n', '175 953₽/кв.м\n', '3-комнатная, улица Адмирала Горшкова 36\n', 'Снеговая падь, частное лицо, 68,2 кв. м., 9/10 этаж\n', 'сегодня в 13:41\n', '235\n', '\n', '119 926₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Борисенко 104\n', 'Тихая, агентство, 54,2 кв. м., 1/6 этаж\n', 'проверенное агентство\n', 'сегодня в 13:35\n', '4025\n', '\n', '202 381₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, улица Надибаидзе 28\n', 'Чуркин, агентство, 16,8 кв. м., 2/10 этаж\n', 'проверенное агентство\n', 'сегодня в 13:34\n', '702\n', '\n', '178 723₽/кв.м\n', '1-комнатная, улица Героев Хасана 16\n', 'Борисенко, агентство, 23,5 кв. м., 1/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:28\n', '1978\n', '\n', '192 308₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, улица Липовая 2\n', 'Чуркин, агентство, 23,4 кв. м., 1/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:23\n', '520\n', '\n', '172 269₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, улица Сахалинская 58\n', 'Тихая, агентство, 23,8 кв. м., 7/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:17\n', '192\n', '\n', '156 334₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Шилкинская 3\n', 'Третья рабочая, агентство, 67,1 кв. м., 2/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:15\n', '415\n', '\n', '139 687₽/кв.м\n', '3-комнатная, улица Студенческая (о. Русский) 7/1\n', 'о. Русский, частное лицо, 76,6 кв. м., 1/1 этаж\n', 'сегодня в 13:12\n', '3987\n', '\n', '115 044₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Багратиона 8\n', 'Вторая речка, агентство, 56,5 кв. м., 1/5 этаж\n', 'проверенное агентство\n', 'сегодня в 13:10\n', '1179\n', '\n', '207 196₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Посьетская 28б\n', 'Центр, агентство, 40,3 кв. м., 1/5 этаж\n', 'проверенное агентство\n', 'сегодня в 13:10\n', '679', '\n']"
10 500 000₽,"['181 686₽/кв.м\n', '1-комнатная, улица Нейбута 137 стр. 3\n', '64, 71 микрорайоны, частное лицо, 39,8 кв. м.\n', 'Сдача в IV кв. 2026\n', '752\n', '\n', '196 629₽/кв.м\n', '2-комнатная, улица Днепропетровская 18\n', 'БАМ, частное лицо, 53,4 кв. м., 6/6 этаж\n', '643\n', '\n', '190 896₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Гагаринского 2\n', 'Седанка, агентство, 68,1 кв. м., 2/3 этаж\n', 'проверенное агентство\n', '762\n', '\n', '115 672₽/кв.м\n', 'комиссия агентства\n', '4-комнатная, улица Связи 22\n', 'Трудовая, агентство, 67 кв. м., 8/9 этаж\n', 'проверенное агентство\n', '610\n', '\n', '154 528₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Адмирала Кузнецова 53/1\n', '64, 71 микрорайоны, агентство, 50,8 кв. м., 8/10 этаж\n', 'проверенное агентство\n', '1375\n', '\n', '141 758₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Невельского 5\n', '64, 71 микрорайоны, агентство, 91 кв. м., 8/23 этаж\n', 'проверенное агентство\n', '2012\n', '\n', '188 406₽/кв.м\n', 'комиссия агентства\n', '1-комнатная, улица Маковского 126 стр. 2\n', 'Седанка, агентство, 34,5 кв. м., 1/4 этаж\n', 'проверенное агентство\n', '6160\n', '\n', '262 873₽/кв.м\n', 'комиссия агентства\n', '1-комнатная, улица Русская 95\n', 'Вторая речка, агентство, 36,9 кв. м., 17/25 этаж\n', 'проверенное агентство\n', 'сегодня в 16:42\n', '496\n', '\n', '167 002₽/кв.м\n', '2-комнатная, улица Кирова 19/1\n', 'Вторая речка, частное лицо, 49,7 кв. м., 2/12 этаж\n', 'сегодня в 16:36\n', '619\n', '\n', '249 847₽/кв.м\n', '1-комнатная, улица Жигура 12а\n', 'Третья рабочая, агентство, 39,2 кв. м., 23/24 этаж\n', 'проверенное агентство\n', 'сегодня в 16:27\n', '642\n', '\n', '182 403₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, улица Кирова 64\n', 'Вторая речка, агентство, 23,3 кв. м., 9/9 этаж\n', 'проверенное агентство\n', 'сегодня в 16:25\n', '682\n', '\n', '144 269₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Сабанеева 25\n', 'Баляева, агентство, 50,6 кв. м., 8/20 этаж\n', 'проверенное агентство\n', 'сегодня в 16:20\n', '925\n', '\n', '189 349₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, проспект Красного Знамени 133/1\n', 'Третья рабочая, агентство, 16,9 кв. м., 3/9 этаж\n', 'проверенное агентство\n', 'сегодня в 16:14\n', '100\n', '\n', '267 857₽/кв.м\n', 'Студия, улица Стрелковая 18 кор. 2\n', 'Фадеева, частное лицо, 28 кв. м., 16/24 этаж\n', 'сегодня в 16:13\n', '147 059₽/кв.м\n', 'комиссия агентства\n', '4-комнатная, улица Чкалова 12\n', 'Вторая речка, агентство, 64,6 кв. м., 1/10 этаж\n', 'проверенное агентство\n', 'сегодня в 15:56\n', '3007\n', '\n', '198 171₽/кв.м\n', '1-комнатная, улица Интернациональная 62\n', 'Чуркин, агентство, 32,8 кв. м., 5/5 этаж\n', 'сегодня в 15:51\n', '4\n', '\n', '180 723₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Сипягина 31\n', 'Эгершельд, агентство, 41,5 кв. м., 2/5 этаж\n', 'проверенное агентство\n', 'сегодня в 15:36\n', '226\n', '\n', '318 792₽/кв.м\n', '1-комнатная, улица Бестужева 23\n', 'Эгершельд, частное лицо, 29,8 кв. м., 5/5 этаж\n', 'сегодня в 15:32\n', '1560\n', '\n', '145 928₽/кв.м\n', 'комиссия агентства\n', '4-комнатная, улица Мусоргского 13д\n', 'Седанка, агентство, 88,4 кв. м., 8/10 этаж\n', 'сегодня в 15:30\n', '565\n', '\n', '171 939₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Архангельская 10 кор. 1/2\n', 'Патрокл, агентство, 72,7 кв. м., 15/23 этаж\n', 'сегодня в 15:29\n', '721\n', '\n', '177 250₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Тухачевского 30\n', 'БАМ, агентство, 44 кв. м., 19/22 этаж\n', 'проверенное агентство\n', 'сегодня в 15:10\n', '1668\n', '\n', '348 814₽/кв.м\n', '2-комнатная, улица Толстого 40а\n', 'Толстого (Буссе), агентство, 50,6 кв. м., 6/15 этаж\n', 'сегодня в 15:06\n', '882\n', '\n', '169 780₽/кв.м\n', 'Комната, улица Тунгусская 65\n', 'Третья рабочая, частное лицо, 18,2 кв. м., 6/9 этаж\n', 'сегодня в 15:05\n', '695\n', '\n', '219 444₽/кв.м\n', '1-комнатная, улица Суханова 5\n', 'Центр, агентство, 36 кв. м., 3/5 этаж\n', 'проверенное агентство\n', 'сегодня в 14:53\n', '829\n', '\n', '284 615₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, улица Стрельникова 8\n', 'Эгершельд, агентство, 13 кв. м., 3/9 этаж\n', 'проверенное агентство\n', 'сегодня в 14:38\n', '323\n', '\n', '129 032₽/кв.м\n', '3-комнатная, улица Давыдова 12\n', 'Вторая речка, агентство, 62 кв. м., 1/5 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '1195\n', '\n', '210 674₽/кв.м\n', 'комиссия агентства\n', '1-комнатная, улица Адмирала Горшкова 36\n', 'Снеговая падь, агентство, 35,6 кв. м., 3/10 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '2427\n', '\n', '177 469₽/кв.м\n', '2-комнатная, улица Кирова 49\n', 'Вторая речка, агентство, 64,8 кв. м., 5/18 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '414\n', '\n', '151 242₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Новожилова 31\n', 'Борисенко, агентство, 44,3 кв. м., 3/5 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '256\n', '\n', '189 680₽/кв.м\n', '3-комнатная, улица Военное шоссе 28\n', 'Некрасовская, агентство, 84,3 кв. м., 10/10 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '386\n', '\n', '100 000₽/кв.м\n', '3-комнатная, улица Коммунаров 36\n', 'Трудовая, агентство, 59 кв. м., 3/5 этаж\n', 'проверенное агентство\n', 'сегодня в 14:32\n', '253\n', '\n', '184 593₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Адмирала Горшкова 38\n', 'Снеговая падь, агентство, 68,8 кв. м., 7/10 этаж\n', 'сегодня в 14:29\n', '1046\n', '\n', '139 319₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Кипарисовая 20\n', 'Чуркин, агентство, 64,6 кв. м., 8/9 этаж\n', 'проверенное агентство\n', 'сегодня в 14:23\n', '705\n', '\n', '140 625₽/кв.м\n', 'комиссия агентства\n', '1-комнатная, улица Лермонтова 35\n', 'Трудовое, агентство, 28,8 кв. м., 2/2 этаж\n', 'проверенное агентство\n', 'сегодня в 14:14\n', '1252\n', '\n', '170 068₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Некрасовская 98\n', 'Некрасовская, агентство, 44,1 кв. м., 9/9 этаж\n', 'проверенное агентство\n', 'сегодня в 14:10\n', '5445\n', '\n', '114 583₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Сафонова 7\n', 'Борисенко, агентство, 48 кв. м., 1/14 этаж\n', 'проверенное агентство\n', 'сегодня в 14:08\n', '6790\n', '\n', '162 903₽/кв.м\n', 'комиссия агентства\n', '1-комнатная, улица Русская 67/2\n', 'Вторая речка, агентство, 31 кв. м., 1/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:59\n', '686\n', '\n', '110 855₽/кв.м\n', '2-комнатная, улица Карла Либкнехта 3\n', 'Центр, агентство, 43,3 кв. м., 1/2 этаж\n', 'проверенное агентство\n', 'сегодня в 13:58\n', '10513\n', '\n', '217 996₽/кв.м\n', 'комиссия агентства\n', '5-комнатная, улица Ильичева 4\n', 'Столетие, агентство, 215,6 кв. м., 10/15 этаж\n', 'проверенное агентство\n', 'сегодня в 13:56\n', '5042\n', '\n', '144 928₽/кв.м\n', 'комиссия агентства\n', '4-комнатная, улица Адмирала Кузнецова 80\n', '64, 71 микрорайоны, агентство, 82,8 кв. м., 4/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:56\n', '473\n', '\n', '175 953₽/кв.м\n', '3-комнатная, улица Адмирала Горшкова 36\n', 'Снеговая падь, частное лицо, 68,2 кв. м., 9/10 этаж\n', 'сегодня в 13:41\n', '235\n', '\n', '119 926₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Борисенко 104\n', 'Тихая, агентство, 54,2 кв. м., 1/6 этаж\n', 'проверенное агентство\n', 'сегодня в 13:35\n', '4025\n', '\n', '202 381₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, улица Надибаидзе 28\n', 'Чуркин, агентство, 16,8 кв. м., 2/10 этаж\n', 'проверенное агентство\n', 'сегодня в 13:34\n', '702\n', '\n', '178 723₽/кв.м\n', '1-комнатная, улица Героев Хасана 16\n', 'Борисенко, агентство, 23,5 кв. м., 1/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:28\n', '1978\n', '\n', '192 308₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, улица Липовая 2\n', 'Чуркин, агентство, 23,4 кв. м., 1/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:23\n', '520\n', '\n', '172 269₽/кв.м\n', 'комиссия агентства\n', 'Гостинка, улица Сахалинская 58\n', 'Тихая, агентство, 23,8 кв. м., 7/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:17\n', '192\n', '\n', '156 334₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Шилкинская 3\n', 'Третья рабочая, агентство, 67,1 кв. м., 2/9 этаж\n', 'проверенное агентство\n', 'сегодня в 13:15\n', '415\n', '\n', '139 687₽/кв.м\n', '3-комнатная, улица Студенческая (о. Русский) 7/1\n', 'о. Русский, частное лицо, 76,6 кв. м., 1/1 этаж\n', 'сегодня в 13:12\n', '3987\n', '\n', '115 044₽/кв.м\n', 'комиссия агентства\n', '3-комнатная, улица Багратиона 8\n', 'Вторая речка, агентство, 56,5 кв. м., 1/5 этаж\n', 'проверенное агентство\n', 'сегодня в 13:10\n', '1179\n', '\n', '207 196₽/кв.м\n', 'комиссия агентства\n', '2-комнатная, улица Посьетская 28б\n', 'Центр, агентство, 40,3 кв. м., 1/5 этаж\n', 'проверенное агентство\n', 'сегодня в 13:10\n', '679', '\n']"
